,ID,TEXT,PET,LABEL,EUPH_STATUS
1605,1605,"Awon omo iya yi tun wo ara won tiyanutiyanu, won si tun wo Ijapa tifuratifura. Ijapa dahun o ni, ‘Kilode ti e fi nwo mi bi enipe mo gbe ida soke lati fi be yin lori? Se e r [PET_BOUNDARY]alonilowogba[PET_BOUNDARY] wogba nimi ni? Emi kii ise janduku o. O kan je pe ohunkohun ti mo ba fe, n o ri gba.",alonilowogba,1,always_euph
1428,1428,"Ọwọ tẹ Gboyega, obinrin [PET_BOUNDARY]alarun ọpọlọ[PET_BOUNDARY] lo fipa ba lo pọ ninu oko l’Ọrẹ",alaarun opolo,1,always_euph
243,243,"O ni ki i ṣe tuntun rara pe Aketi n ṣaisan, nitori ọkunrin naa ki i ṣe angẹli tabi anjannu, eeyan ẹlẹran-ara bii tawọn ẹda yooku lasan ni, fun idi eyi, iroyin ailera Aketi ko yẹ ko jẹ ohun iyanu fawọn ara ipinlẹ Ondo, bẹẹ ni ki i sohun to yẹ ki wọn maa wo bii nnkan ajeji. O ni loootọ lawọn eeyan to [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] kunrin le ṣakiyesi ailera rẹ latari ríru to ru hanngogo, amọ aisan to n ṣe e ko di i lọwọ lati ṣe awọn iṣẹ ilu to yẹ ko ṣe nitori pe oun lo ṣi dari ipade oloṣooṣu ti igbimọ iṣejọba ipinlẹ Ondo ati tawọn ẹṣọ alaabo, eyi to waye l’Ọjọruu, Wẹsidee, ọjọ kọkanla, oṣu ta a wa yii.",arákùnrin,0,sometimes_euph
549,549,OMA [PET_BOUNDARY]file saso[PET_BOUNDARY] bora,File se aso bora,1,always_euph
524,524,"“Mo se isẹ abẹ amọ ko sisẹ fun mi . Isẹ abẹ le [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] ara amọ ko le wo ọkan, tori aisan naa ni nnkan se pẹlu ipo ti ọkan obinrin wa.",Ojù ara,1,sometimes_euph
909,909,"Gbogbo ilu [PET_BOUNDARY]dakẹ́[PET_BOUNDARY] roro, nise lawon eeyan pe si ofiisi PDP to wa lopopona Oyemekun, niluu Akure.",dakẹ́,0,sometimes_euph
2348,2348,"Se ni oko le, o si [PET_BOUNDARY]Dun[PET_BOUNDARY] n",Dun,1,sometimes_euph
1166,1166,"Awọn ipese [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] ailewu ọfẹ (awọn kondomu, awọn idido ehín, ati bẹbẹ lọ)",ìbálòpọ̀,1,sometimes_euph
1226,1226,[PET_BOUNDARY]je[PET_BOUNDARY] kin ma je ise e loju pali.,je,1,sometimes_euph
220,220,"Omooba Adejobi: Ẹ le kọwe wa, ko sẹni to gba bairo lọwọ yin, ẹ kan le ma ri esi gidi gba ni, ọpọ iwe ibeere fun ọlọpaa lo wa lori tabili wa, paapaa bi ẹlomi-in fẹẹ jẹ kansẹlọ lasan, yoo kọwe pe oun naa fẹẹ gba ọlọpaa, bi wọn fi ẹlomi-in jẹ olori ọdẹ laduugbo wọn, oun naa aa kọwe pe oun fẹẹ gba ọlọpaa, iwọ olori ọdẹ ti wọn ni ko o ṣọ awọn eeyan, iwọ naa fẹẹ gba ọlọpaa! Ibẹ ni mo ti ri pe ọpọ eeyan kan gba ọlọpaa lati fi ṣe afẹ aye lasan, a fẹẹ lọ ode ariya, a ko ọlọpaa lẹyin yẹn-yẹn-yẹn. Mo wa lagbo ariya nijọ kan, emi o lọ gẹgẹ bii alukoro ọlọpaa Naijiria, tori ẹ, ko s’ọlọpaa kankan to tẹle mi, lẹni ta a n wi yii ba de tilu-tifọn, lawọn ọlọpaa si n ṣe giri-giri, ti wọn n dalẹ ru, o waa wa gbogbo ẹ sọrun bii ẹni wa loju ogun, mo ni awọn wo leleyii to n ṣe gira-gira yii, ṣe ogun de ni, wọn ni lagbaja kan ni, mo si wo o lọ, mo wo o bọ, ọmọ ti o yẹ ko duro nibi ti awa ba jokoo, awọn ọlọpaa rẹpẹtẹ lo tẹle e. O daa, iṣẹ ki lo n ṣe, wọn lo ti kọwe nigba kan pe ẹmi oun wa ninu ewu, nnkan kan n ṣẹlẹ, ati bẹẹ bẹẹ lọ. Mo ni iyẹn eleyii naa, ibẹ ni mo ti kọwe pe ki wọn gba ọlọpaa lọwọ ẹ, tori bawọn ọlọpaa ṣe n tẹle e loju agbo gan-an ti emi funra mi loju gẹgẹ bii ọga ọlọpaa. Nigba ti Ọlọrun maa mu un gan-an, ti Eṣu fẹẹ ṣe e, afi “tako tako” (iro ibọn) ti mọ gbọ lori ijokoo, mo ni ki lo bi ibọn to yin, wọn n ki ọga to tẹle wa loju agbo, olorin ki i (mo fi orukọ bo olorin yẹn laṣiiri), ọkan lara awọn olorin wa nilẹ Yoruba ni, olorin n ki i, ewo ni “tako t [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] ni ẹ dakun, ẹyin ọlọpaa tẹ ẹ wa nibi yii, ẹ mu arakunrin yii (ọlọpaa to yinbọn) ẹ ree ti i mọle. Njẹ ẹ mọ pe ọga to tẹle lati Eko wa si agbo ariya, nibi ti agbara gun un de, ko tiẹ waa bẹbẹ fun ẹṣọ ẹ ta a ti mọle pe ‘ẹ jọọ, ẹ ba mi fi i silẹ’, nibi to ni igberaga de, o loun o le bẹbẹ o. Mo ni ki i ṣe ẹbi ẹ, ẹni to fun un ni ọlọpaa ni. A gba ọlọpaa lọwọ ẹ, lati igba yẹn ni ko ti ri ọlọpaa gba mọ. Nibikibi ti awa ta a jẹ ọga ta a ṣẹṣẹ n goke bọ yii ba ti ri nnkan ti ko daa lawujọ, awa n dẹkun ẹ.",arákùnrin,0,sometimes_euph
2184,2184,"""Nnkan ti mo mọ ni pe wọn ni ede aiyede kan, ti Ummu si ni oun ko nifẹ s [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] po wọn mọ, to si bi Geng ninu.",Ibasepo,0,sometimes_euph
1253,1253,Ki NI obo Li [PET_BOUNDARY]la[PET_BOUNDARY] ma se ni Ara obirin,la,1,sometimes_euph
272,272,Àwọn dókítà gbé ọ̀bẹ jádé nínú [PET_BOUNDARY][PET_BOUNDARY] ilé ọmọ[PET_BOUNDARY] [PET_BOUNDARY] obìnrin [PET_BOUNDARY] [PET_BOUNDARY] n kan lẹ́yìn ọdún 11 tó ṣiṣẹ́ abẹ,ilé ọmọ obìnrin,1,always_euph
2293,2293,"Mo sese jeun tan, mo fe [PET_BOUNDARY]Mu[PET_BOUNDARY] u omi",Mu,0,sometimes_euph
1531,1531,"Ọmọ [PET_BOUNDARY]iyá[PET_BOUNDARY] mẹ́ta sùn,",iyá,0,sometimes_euph
206,206,"Ẹwẹ, lati nkan bi ọdun 1980 ni wọn ti ya apa ibikan sọtọ [PET_BOUNDARY]iho[PET_BOUNDARY] nu iho naa to gun de ori-oke Sodom, to jẹ apata to gun julọ lorilẹede Israel.",iho,0,sometimes_euph
1931,1931,[PET_BOUNDARY]Àkàrà ti tú sépo[PET_BOUNDARY] ni orísirísi ọ̀rọ̀ ba bẹ̀rẹ̀ si jọ ara wọn.,Àkàrà tu sépo,1,sometimes_euph
498,498,[PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] Omo Arayele mú ijó jó bí wọ́n ṣe ṣí ilé àti ṣọ́ọ̀bù tí Pásítọ̀ kọ́ fun n'Ibadan,iyá ìbèjì,0,sometimes_euph
2439,2439,"Ọna iwe kọ nikan lọna ti akẹkọ le gba doke, [PET_BOUNDARY]Ere[PET_BOUNDARY] e idaraya naa dara""",Ere,0,sometimes_euph
2209,2209,[PET_BOUNDARY]Ibasepo[PET_BOUNDARY] IPIN IRAWỌ INÁ ATI IPIN IRAWỌ ERUPẸ,Ibasepo,0,sometimes_euph
2015,2015,Makinde gba Tinubu l [PET_BOUNDARY]Alejo[PET_BOUNDARY] n’Ibadan,Alejo,0,sometimes_euph
1796,1796,"Fayemi ti fe [PET_BOUNDARY]gun igi re koja ewe[PET_BOUNDARY] , o fe fi ewe ate t’edi",gun igi re koja ewe,1,always_euph
1668,1668,Ìjọba gbé ilẹ ì [PET_BOUNDARY]tura[PET_BOUNDARY] tì pa lẹ́yìn tí àwọn oníbárà rẹ̀ bẹ̀rẹ̀ sí ń pòórá,tura,0,sometimes_euph
2085,2085,"Akọṣẹmọṣẹ imọ nipa iṣẹ abẹ naa to woye pe lootọ lo dara ki nnkan ọmọkunrin maa duro nitori ibalopọ to dara, sibẹ bi [PET_BOUNDARY]nnkan ọmọkunrin[PET_BOUNDARY] ba le laleju o le kan tabi ko fa ipalara.",Nkan omo okunrin,1,always_euph
1783,1783,Unai Emery àti Aston Villa wá sọ Spurs àti Conte di [PET_BOUNDARY]edun arinle[PET_BOUNDARY] ̀.,edun arinle,1,always_euph
1198,1198,[PET_BOUNDARY]ajosepo[PET_BOUNDARY] yi a so wa si rere. Oba oko eledumare ti fi owo si. Ajo sepo yi o so wa si rere. Give me more of your love eh. Ajosepo yi aso wa sir ere,ajosepo,0,sometimes_euph
823,823,"Ayeye odun Lisabi yii wa láti fi ṣé ìrántí àwọn akọni wọn bí LISABI AGBONGBO AKALA, SODEKE pelu awon mii ti won ti ja fun ominira Egba ti won si ti [PET_BOUNDARY]teri gbaso[PET_BOUNDARY].",teri gba aso,1,always_euph
875,875,"Ko si si idi meji ti ibeere yii fi gbilẹ bi ko ṣe nitori ipo ti ọrọ aṣa ati iṣẹṣe dimu ninu eto oye jijẹ ni ilu Ọyọ, ati paapaa bi Kabiyesi Alaafin tilu Ọyọ to [PET_BOUNDARY]wàjà[PET_BOUNDARY] a ṣe kundun gbogbo ohun to ba ti niiṣe pẹlu aṣa.",wàjà,1,always_euph
1639,1639,"Asiko iwọde naa lawọn janduku kan fọ ọgba ẹwọn naa, oun si wa lara awọn ẹlẹwọn to jakun, loun ba sa wa sipinlẹ Ogun, ṣugbọn oun ko rikan ṣekan ju ole jija lọ, oun ati awọn ọrẹ oun kan lawọn jọ n ji waya ina ka, tawọn si n ta a lati rowo jẹun [PET_BOUNDARY]gbewiri[PET_BOUNDARY] bewiri ọhun lọwọ ti tẹ oun yii.",gbewiri,1,always_euph
1929,1929,"[PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] nígbà tí gómìnà kan ní Nàíjíríà díbọ́n lọ sílé ìwòsàn lọ́jọ́bọ àná, ọ̀rọ̀ kọ sísọ.",Àkàrà tu sépo,1,sometimes_euph
2436,2436,"Wọn ni ẹni ti ko ba ni okun ninu, ko le kopa ninu [PET_BOUNDARY]Ere[PET_BOUNDARY] e idaraya naa, ti wọn si gbọdọ ni ọgbọn ori pupọ.",Ere,0,sometimes_euph
613,613,"Nigba to n ṣedaro [PET_BOUNDARY]ipapoda[PET_BOUNDARY] ori ade naa, alaṣẹ ajọ Yoruba Agbaye yii, to tun jẹ oludasilẹ ileeṣẹ iweeroyin ALAROYE, sọ pe “lọdọọ wa ni Yoruba World Centre nibi, iwaja Ọba Adeyẹmi dun wa yatọ, nitori lẹyin ta a ti fẹnu ko lori idasilẹ ajọ yii, Kabiesi lẹni akọkọ ta a kọkọ lọọ ba. Loju-ẹsẹ ni wọn tẹwọ gba a, wọn ṣeleri lati lo ohun gbogbo to wa ni ikapa wọn fun aṣeyọri eto naa.",pa ipò dá,1,sometimes_euph
1987,1987,"EMI NI MO [PET_BOUNDARY]pa[PET_BOUNDARY] QUADRI, ADA NI MO FI ṢA A LỌRUN LATẸYIN - AKEEM",pa,0,sometimes_euph
2447,2447,Wa si ile mi kajo s [PET_BOUNDARY]Ere[PET_BOUNDARY] ife,Ere,1,sometimes_euph
1637,1637,"Ọsan oni, ọjọ Iṣẹgun, Tusidee, ni Kọmiṣanna ọlọpaa ipinlẹ Eko, Ọgbẹni Hakeem Odumosu, ṣafihan awọn gende marun-un kan lọfiisi rẹ n’Ikẹja, [PET_BOUNDARY]gbewiri[PET_BOUNDARY] bewiri ni wọn, agbegbe ibudokọ Ketu, nijọba ibilẹ Koṣọfẹ, lọwọ ti ba wọn, lẹyin ti wọn ja awọn ọkunrin meji kan lole nibẹ.",gbewiri,1,always_euph
445,445,"Wo omo ti o n sere nilele, ma je ko [PET_BOUNDARY]gbe ayan[PET_BOUNDARY] yen mi",gbe ayán mí,0,sometimes_euph
885,885,"Laarin oṣu mẹfa sasiko yii, o kere tan, ọba meje lo t [PET_BOUNDARY]wàjà[PET_BOUNDARY] ja nipinlẹ Ọyọ nikan ṣoṣo. Onigbẹti tilu Igbẹti, Ọba Emmanuel Oyekan Oyebisi (Afasẹgbejo Kẹta), lo kọkọ rajo alọọde nipari ọdun to kọja, iyẹn lọjọ kẹfa, oṣu Kọkanla, ọdun 2021. Ẹni ọdun mẹtadinlọgọrin (77) lo wa ti iku fi mu un lọ si isalu ọrun.",wàjà,1,always_euph
1172,1172,"Ni WOW Scotland a ṣetọrẹ owo si idi ti kii ṣe [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] pupọ ni ọdun yii, eyun awọn ile-igbọnsẹ. A pín £500 laarin Staffin Village Hall ati Dornie Village Hall lati ṣe iranlọwọ lati sanwo fun itọju awọn ile-igbọnsẹ wọn. O jẹ nkan ti a yoo ṣe iwuri fun awọn oniṣẹ irin-ajo miiran ni lilo awọn ohun elo wọnyi lati ṣe, nitori laisi wọn Skye ati Lochalsh le ja ni ọjọ iwaju",ìbálòpọ̀,0,sometimes_euph
179,179,E ho [PET_BOUNDARY]iho[PET_BOUNDARY] ayo Ape+Itewe (Keyboard) fun Yoruba ati awon ede miran ti jade,iho,0,sometimes_euph
622,622,"Lọjọ Aiku, Sannde, ọjọ kẹrinlelogun, oṣu Keje, ọdun 2022, lọba nla to jẹ igbakeji alaga igbimọ awọn lọbalọba ipinlẹ Ọyọ dakẹ sileewosan University College Hospital, UCH, n’Ibadan. O to bii oṣu meloo kan ti ojojo ti n ṣogun Ọba Adekunle, lati bii ọsẹ meji ni wọn ti da a duro si UCH, kọlọjọ too de ba a nibẹ lọsan-an ọjọ Aiku. [PET_BOUNDARY]ipapoda[PET_BOUNDARY] ori ade yii lẹlẹẹkeje ọba ti yoo waja nipinlẹ Ọyọ laarin oṣu mẹjọ sasiko yii.",pa ipò dá,1,sometimes_euph
1085,1085,je kama [PET_BOUNDARY]do[PET_BOUNDARY] rawa..,do,1,sometimes_euph
2325,2325,Obinrin wo lo feran [PET_BOUNDARY]La[PET_BOUNDARY] ti ma la oko ti o si feran ki okunrin ma la ido obo e ki o to do oko,La,1,sometimes_euph
1912,1912,"Bakan naa ni Bukola Alphonso-Olanrewaju sọ nipa ọna kayeefi tawọn alaga iduro, alaga [PET_BOUNDARY]ìjókòó[PET_BOUNDARY] o atawọn onilu wọn maa n gba pa owo loju agbo.",ìjókòó,0,sometimes_euph
1672,1672,O ṣalaye pe o ṣe pataki lati ti ile i [PET_BOUNDARY]tura[PET_BOUNDARY] ọhun pa lẹyin ti awọn eeyan to n ba ile itura naa dowopọ berẹ si n poora lojiji.,tura,0,sometimes_euph
2446,2446,[PET_BOUNDARY]Ere[PET_BOUNDARY] ife wun mi se,Ere,1,sometimes_euph
1919,1919,[PET_BOUNDARY]itura[PET_BOUNDARY] lati orí ọmú (Nipple Orgasm),itura,1,sometimes_euph
1326,1326,"Awon iwe re ti di [PET_BOUNDARY]ere[PET_BOUNDARY] to po ju 200, ton lo ni ore ede to ju 100.",ere,0,sometimes_euph
2239,2239,Ekasan ma/sir ejo ki lo lë fa ki okunrin ati obinrin ni [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] tan ki oju ara obinrin yen ma wu ejo,Ajosepo,1,sometimes_euph
2504,2504,"Ọba Ìdòwú Abiọdun Onírù, Oniru ti Iru nipinlẹ Eko [PET_BOUNDARY]Wàjà[PET_BOUNDARY] à, ẹbí, araá àti iyèkan n sọ nípa ohun rere tó gbé ilé ayé ṣe.",Wàjà,1,always_euph
997,997,"Lati le dena bi won se n lo awon omo nilokulo, paapaa awon omo obinrin tojo ori won kere ti won maa n fipa [PET_BOUNDARY][PET_BOUNDARY] bá[PET_BOUNDARY] sùn [PET_BOUNDARY] n , ...",bá sùn,1,sometimes_euph
200,200,"Ati ki o kan ki o to dida ni kọọkan [PET_BOUNDARY]iho[PET_BOUNDARY] , o le fi kan iwonba (200 g) ti gbẹ compost nipa dapọ o pẹlu aiye.",iho,0,sometimes_euph
1952,1952,"[PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] , ni àsírí 'forBiden' àti àwon omo egbé rè bá tú ní Pennsylvania!",Àkàrà tu sépo,1,sometimes_euph
2251,2251,"Awon Emi Airi, (Hidden Spirit )Emi Okunkun Ama Gbe Ago Eniyan Wo Lati Ba Omo Eniyan [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] epo Loju Orun (Papa Omo Obinrin Ti O Ma Sun Ni Ihoho)",Ajosepo,1,sometimes_euph
1407,1407,Ǹjẹ́ Bíbélì dẹ́bi fún wíwo ohun tó ń mú ọkàn fà [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] úṣe?,ìṣekúṣe,1,sometimes_euph
552,552,Ile nje enia onilu ati olorin ti pada [PET_BOUNDARY]File se aso bora[PET_BOUNDARY] bayi oo,File se aso bora,1,always_euph
731,731,Akoni lo Agba osere onitiata lo Fadeyi Oloro [PET_BOUNDARY]rewale asa[PET_BOUNDARY]. 😓😓😓😓 Gbogbo egbe osere onitiata n sedaro re ooo #RIP #ActorandActress n sedaro re.,re wale asa,1,always_euph
1426,1426,"Eleyi ti FIFA ni ki o ma gba boolu fun osu merin yen, o ye ki won ran lo si ile iwosan [PET_BOUNDARY]alarun opolo[PET_BOUNDARY]  ni, ki ni o wa se to to yen?",alaarun opolo,1,always_euph
1082,1082,Mo fe obinrin lati [PET_BOUNDARY]do[PET_BOUNDARY] iwo to ba nife si,do,1,sometimes_euph
181,181,"Dafidi si lọ, o si mu apoti-ẹri Ọlọrun na goke lati ile Obedi-Edomu wá si ilu Dafidi ton ti ayọ̀. 13 O si ṣe, nigbati awọn enia ti o rù apoti-ẹri Oluwa ba si ṣi ẹsẹ mẹfa, on a si fi malu ati ẹran abọpa rubọ. 14 Dafidi si fi gbogbo agbara rẹ̀ jó niwaju Oluwa; Dafidi si wọ̀ efodu ọgbọ̀. 15 Bẹ̃ni Dafidi ati gbogbo ile Israeli si gbe apoti-ẹri Oluw [PET_BOUNDARY]iho[PET_BOUNDARY] oke wá, ti awọn ti iho ayọ̀, ati pẹlu iro ipè. 16 Bi apoti-ẹri Oluwa si ti wọ̀ ilu Dafidi wá; Mikali ọmọbinrin Saulu si wò lati oju ferese, o si ri Dafidi ọba nfò soke o si njo niwaju Oluwa; on si kẹgàn rẹ̀ li ọkàn rẹ̀. 17 Nwọn si mu apoti-ẹri Oluwa na wá, nwọn si gbe e kalẹ sipò rẹ̀ larin agọ na ti Dafidi pa fun u: Dafidi si rubọ sisun ati ẹbọ irẹpọ̀ niwaju Oluwa. 18 Dafidi si pari iṣẹ ẹbọ sisun ati ẹbọ irẹpọ̀ na, o",iho,0,sometimes_euph
1765,1765,"Bẹẹ lọrọ ri fun awọn ole meji kan nipinlẹ Eko, nigba ti ọwọ palaba wọn segi, ti [PET_BOUNDARY]akara[PET_BOUNDARY] wọn si [PET_BOUNDARY] tu sepo [PET_BOUNDARY]. Awọn firi nidi ọkẹ naa, ti wọn gbajugbaja fun isẹ alọnilọwọgba lagbegbe Lekki, ni wọn pe oruk wọn ni Adebayọ Ayọmide ati Isaac David.",Àkàrà tu sépo,1,sometimes_euph
1943,1943,Asiri tu! [PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] o Obanikoro fi aeroplane gbe owo lo fún fayose l'ekiti nigba election,Àkàrà tu sépo,1,sometimes_euph
633,633,"Ọjọ kinni, oṣu Kẹwaa, ọdun 2022 yii ni wọn s [PET_BOUNDARY]olóògbé[PET_BOUNDARY] oloogbe naa nile ijọsin Trinity Life Church, to wa ni Maryland, l’Amẹrika.",olóògbé,1,always_euph
2196,2196,"Ni ita UK, ipenija pataki kan yoo jẹ lati tun ṣe alaye [PET_BOUNDARY]Ibasepo[PET_BOUNDARY] o igbalode diẹ sii pẹlu orilede ti o wa ninu ajo commonwealth. Gẹgẹbi ori tuntun rẹ, bawo ni awọn abẹwo rẹ si awọn orilẹ-ede ti o wa ninu ajo common wealth ṣe lebori awon oro ti o jomo owo eru ati imunisi.",Ibasepo,0,sometimes_euph
2526,2526,"Ninu fọnran kan to wa lori ayelujara, pẹlu omije ni Iya Mohbad fi ranti awọn igba igbẹyin ọmọ rẹ, to si tun fẹsun kan Afeez Fashola ti ọpọ mọ si Naira Marley ati awọn akẹgbẹ rẹ pe wọn fiya jẹ Mohbad to ko di pe [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] ye.",Jáde láyé,1,always_euph
1050,1050,Mo [PET_BOUNDARY]pa[PET_BOUNDARY] ayan yen,pa,0,sometimes_euph
1234,1234,"Oun [PET_BOUNDARY]je[PET_BOUNDARY] jijẹ jẹ ọrẹ ara, amọ jijẹ idin ninu burẹdi jẹ ohun to so si ni lẹnu, to si bu iyọ si.",je,0,sometimes_euph
1097,1097,"LI ọdun kẹta ijọba Jehoiakimu, ọba Juda ni Nebukadnessari, ọba Babeli, wá si Jerusalemu, o [PET_BOUNDARY]do[PET_BOUNDARY] i do tì i. 2 Oluwa si fi Jehoiakimu, ọba Juda le e lọwọ, pẹlu apakan ohun-elo ile Ọlọrun, ti o kó lọ si ilẹ Ṣinari, si ile oriṣa rẹ̀: o si kó ohun-elo na wá sinu ile-iṣura oriṣa rẹ̀. 3 Ọba si wi fun Aṣpenasi, olori awọn iwẹfa rẹ̀, pe, ki o mu awọn kan wá ninu awọn ọmọ Israeli, ninu iru-ọmọ ọba, ati ti awọn ijoye; 4 Awọn ọmọ ti kò lẹgan lara, ṣugbọn awọn ti o ṣe arẹwa",do,0,sometimes_euph
1720,1720,Eku asikoyi oo eyin temi mofi asikoyi sofunyin pe monta agbo orisirisi bi agbo [PET_BOUNDARY]jedi[PET_BOUNDARY] opa eyin ale tomunan doko agbo idakole fun omokunrin ti kole se dada fun obinrin tikori [PET_BOUNDARY]nkan osu[PET_BOUNDARY]re dede tabi obinrin ti onwa omo lagbara oloun tobade odowa olorun yo se nirorun eyi je okan lara ise ti olorun gbe lewa lowo tosidami lojupe ti ebade odowa olorun yo gbakoso kise ere oo ejeka toju arawa alafia olorun koni fiwa sile oo e se,jedi,1,always_euph
226,226,"Akọwe ijọba apapọ orilẹ-ede yii nigba kan, Oloye Samuel Oluyẹmi Falae, ti gba ọpa aṣẹ gẹgẹ bii Ọba alade ti Ilu Abo, nijọba ibilẹ Ariwa Akurẹ, l’Ọjọbọ, Tọsidee, ọgbọnjọ, oṣu Kejila ọdun yii. Oloye Falae to jẹ ọkan pataki ninu awọn ọmọ ẹgbẹ Afẹnifẹre wa lara awọn Olu ati ọlọja mẹrindinlaaadọrin ti wọn ṣẹṣẹ gba igbega sipo ọba alade lẹyin abọ iwadii igbimọ Onidaajọ Ajama [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] Arakunrin Rotimi Akeredolu gbe kalẹ lori ọrọ ọba ati oye jijẹ nipinlẹ Ondo.",arákùnrin,0,sometimes_euph
726,726,"awaye iku kosi, [PET_BOUNDARY]orun[PET_BOUNDARY] nikan [PET_BOUNDARY] lare mabo [PET_BOUNDARY]",rorun are mabo,1,always_euph
1762,1762,"Gẹgẹ bii ohun ti ọlọpaa sọ, nigba ti wọn fi ọrọ wa lẹnu wo, o ni ọmọ ẹgbẹ okunkun Eiye ni oun, ilu Agodo ni awọn n lọ lati lọ ṣọṣẹ ki [PET_BOUNDARY]akara[PET_BOUNDARY] oun to [PET_BOUNDARY] tu sepo [PET_BOUNDARY].Ẹwẹ, kọmiṣọna ọlọpaa ipinlẹ Ogun, Lanre Bankole ti ni ki wọn tare afurasi naa lọ si ẹka ileeṣẹ ọlọpaa to n ri si ọrọ awọn ọmọ ẹgbẹ okunkun fun iwadii ni kikun.",Àkàrà tu sépo,1,sometimes_euph
1105,1105,"Awọn Filistini si ko ara wọn jọ lati piyẹ, oko kan si wà nibẹ ti o kún fun ẹwẹ: awọn enia si sa kuro niwaju awọn Filistini. 12 O si duro lagbedemeji ilẹ na, o si gbà a silẹ, o si pa awọn Filistini: Oluwa si ṣe igbala nla kan. 13 Awọn mẹta ninu ọgbọ̀n olori si sọkalẹ, nwọn si tọ Dafidi wá li akoko ikore ninu iho Adullamu: ọ̀wọ́ [PET_BOUNDARY]do[PET_BOUNDARY] ọn Filistini si do ni afonifoji Refaimu. 14 Dafidi si wà ninu odi, ibudo awọn Filistini si wà ni Betlehemu nigbana. 15 Dafidi si k''ongbẹ, o wi bayi pe, Tani yio fun mi mu ninu omi kanga ti mbẹ ni Betlehemu, eyi ti o wà ni ihà ẹnu-bodè? 16 Awọn ọkunrin alagbara mẹta si la ogun awọn Filistini lọ, nwọn si fa omi lati inu kanga Betlehemu wá, eyi ti o wà ni iha ẹnu-bode, nwọn si mu tọ Dafidi wá: on kò si fẹ mu ninu",do,0,sometimes_euph
452,452,"Iya mi, mo ti di [PET_BOUNDARY]alabara meji[PET_BOUNDARY] o",A-lá-bára-méjí,1,sometimes_euph
138,138,"Aisan naa, Vibrio vulnificus, ti wọn tun n pe n [PET_BOUNDARY]kòkòrò[PET_BOUNDARY] ro a jẹran ara, ma n mu eeyan lẹyin ti kokoro aifoju ri naa ba wọ ara lati oju egbo.",kòkòrò,0,sometimes_euph
414,414,"Jejere omu le waye nigbati idagbasoke sẹẹli laarin [PET_BOUNDARY]igbaya[PET_BOUNDARY] di ohun ajeji, ti nfa pipin awọn sẹẹli ati idilọwọ tuntun, awọn sẹẹli ilera lati dagbasoke. Ni ayika 1 ni awọn obinrin 8 yoo pade diẹ ninu fọọmu ti [PET_BOUNDARY] igbaya [PET_BOUNDARY] akàn ni igbesi aye wọn, ti o jẹ ki o jẹ iru akàn ti o wọpọ julọ ni awọn obinrin kariaye. Awọn ọkunrin tun le dagbasoke akàn [PET_BOUNDARY] igbaya [PET_BOUNDARY], botilẹjẹpe eyi jẹ toje.",àyà or igbaya,1,sometimes_euph
1342,1342,Kai! Ma a [PET_BOUNDARY]sunmo[PET_BOUNDARY] o o,sunmo,0,sometimes_euph
669,669,Ayorinde ṣalaye siwaju si pe awọn akọsẹmọṣẹ oniṣegun lati ilẹ Amẹrika lo ṣe ayẹwo oku [PET_BOUNDARY]olóògbé[PET_BOUNDARY] naa.,olóògbé,1,always_euph
1299,1299,"Ti Obinrin Yi Ba Sesi Wo Yara E,Iwo Okunrin [PET_BOUNDARY]ere[PET_BOUNDARY] Romance Wo Lo Ma Se Pelu E, Iru Style Wo Lo Ma Do 🥒👉👌",ere,1,sometimes_euph
1608,1608,"Ti onse ti tẹlifisiọnu awọn ikanni ti wa ni nigbagbogbo ni àwárí ti awọn atilẹba itan. Life Olè ati awọn [PET_BOUNDARY]alonilowogba[PET_BOUNDARY] a pese a ọrọ ti awọn ohun elo ti lati ṣẹda amusing iṣẹlẹ, ki nipa awọn ti o dara ju TV jara ti awọn itanjẹ ri ni kọọkan orilẹ-ede.",alonilowogba,1,always_euph
